value,latitude,longitude,name,note
40999,41.3164856,-73.0931641,Shelton Connecticut,
40566,42.5348993,-92.4453161,Cedar Falls Iowa,
39375,35.0867577,-89.8100858,Germantown Tennessee,
75806,41.408969,-75.6624122,Scranton Pennsylvania,
58582,32.6098566,-85.4807825,Auburn Alabama,
41705,38.7509488,-77.4752667,Manassas Virginia,
94275,38.3565773,-121.9877444,Vacaville California,
92472,34.0194543,-118.4911912,Santa Monica California,
85728,36.7282054,-76.5835621,Suffolk Virginia,
72952,42.6583661,-83.1499322,Rochester Hills Michigan,
39331,33.6633573,-116.3100095,La Quinta California,
50821,38.3498195,-81.6326234,Charleston West Virginia,
52403,35.7688425,-119.2470536,Delano California,
40918,28.2489016,-81.2811801,St. Cloud Florida,
127999,32.7764749,-79.9310512,Charleston South Carolina,
44359,35.4873613,-80.6217341,Kannapolis North Carolina,
159503,33.8752935,-117.5664384,Corona California,
59738,38.7907339,-121.2357828,Rocklin California,
93184,38.9108408,-94.3821724,Lee's Summit Missouri,
78740,29.5844524,-81.2078699,Palm Coast Florida,
90231,40.5649781,-111.8389726,Sandy Utah,
40167,36.3728538,-94.2088172,Bentonville Arkansas,
179590,34.3916641,-118.542586,Santa Clarita California,
42150,28.6611089,-81.3656242,Altamonte Springs Florida,
63279,29.7030024,-98.1244531,New Braunfels Texas,
653450,35.1495343,-90.0489801,Memphis Tennessee,
228653,32.8140177,-96.9488945,Irving Texas,
148892,38.8048355,-77.0469214,Alexandria Virginia,
92147,34.4263886,-117.3008784,Hesperia California,
40249,42.2042586,-72.6162009,Holyoke Massachusetts,
47591,33.9462125,-84.3346473,Dunwoody Georgia,
65176,42.0324025,-87.7416246,Skokie Illinois,
41664,40.7684342,-74.1454214,Kearny New Jersey,
75018,40.6259316,-75.3704579,Bethlehem Pennsylvania,
79068,38.2975381,-122.286865,Napa California,
345803,39.7294319,-104.8319195,Aurora Colorado,
86128,46.7866719,-92.1004852,Duluth Minnesota,
98465,37.2709704,-79.9414266,Roanoke Virginia,
81236,44.0581728,-121.3153096,Bend Oregon,
70924,34.5008311,-117.1858759,Apple Valley California,
62227,42.3764852,-71.2356113,Waltham Massachusetts,
68190,26.640628,-81.8723084,Fort Myers Florida,
352957,27.950575,-82.4571776,Tampa Florida,
75413,34.09751,-117.6483876,Upland California,
42907,36.5859718,-79.3950228,Danville Virginia,
36888,42.5083482,-89.0317765,Beloit Wisconsin,
90268,26.1275862,-80.2331036,Plantation Florida,
439886,38.8338816,-104.8213634,Colorado Springs Colorado,
204933,37.6390972,-120.9968782,Modesto California,
192294,42.9633599,-85.6680863,Grand Rapids Michigan,
52066,41.8850317,-87.7845025,Oak Park Illinois,
53326,27.3364347,-82.5306527,Sarasota Florida,
98030,33.9971974,-117.4854802,Jurupa Valley California,
77593,33.8816818,-118.1170117,Bellflower California,
103166,40.0149856,-105.2705456,Boulder Colorado,
69976,35.6869752,-105.937799,Santa Fe New Mexico,
43092,33.6803003,-116.173894,Coachella California,
39414,42.3459271,-71.5522874,Marlborough Massachusetts,
316619,33.9533487,-117.3961564,Riverside California,
157161,34.5794343,-118.1164613,Palmdale California,
54194,38.1074198,-122.5697032,Novato California,
70790,41.0602216,-111.9710529,Layton Utah,
73936,41.6986416,-88.0683955,Bolingbrook Illinois,
96346,33.6000232,-117.6719953,Mission Viejo California,
45417,42.0697509,-87.7878408,Glenview Illinois,
45237,38.891565,-121.2930079,Lincoln California,
39823,32.9810059,-80.0325867,Goose Creek South Carolina,
197357,34.7464809,-92.2895948,Little Rock Arkansas,
334227,33.7455731,-117.8678338,Santa Ana California,
57866,41.0339862,-73.7629097,White Plains New York,
58292,43.4916514,-112.0339645,Idaho Falls Idaho,
133992,47.610377,-122.2006786,Bellevue Washington,
127035,38.7521235,-121.2880059,Roseville California,
51982,40.5067723,-74.2654234,Perth Amboy New Jersey,
52044,42.5278731,-70.9286609,Peabody Massachusetts,
50550,40.9263957,-98.3420118,Grand Island Nebraska,
115276,38.9517053,-92.3340724,Columbia Missouri,
78199,42.7261309,-87.7828523,Racine Wisconsin,
85927,39.978371,-86.1180435,Carmel Indiana,
47523,42.2011538,-85.5800022,Portage Michigan,
48630,39.5150576,-84.3982763,Middletown Ohio,
56590,38.6785157,-121.7732971,Woodland California,
53756,42.4084302,-71.0119948,Revere Massachusetts,
53224,32.8370727,-97.0819541,Euless Texas,
75994,42.0883603,-87.9806265,Arlington Heights Illinois,
81750,33.7475203,-116.9719684,Hemet California,
107741,35.9556923,-80.0053176,High Point North Carolina,
47777,40.0581205,-82.4012642,Newark Ohio,
56756,35.4495065,-97.3967019,Midwest City Oklahoma,
89387,33.1433723,-117.1661449,San Marcos California,
57203,29.1383165,-80.9956105,Port Orange Florida,
81121,33.8536269,-118.1339563,Lakewood California,
37530,40.1261743,-82.9290696,Westerville Ohio,
150251,42.2711311,-89.0939952,Rockford Illinois,
102211,32.7947731,-116.9625269,El Cajon California,
249688,27.773056,-82.64,St. Petersburg Florida,
49670,41.8089191,-88.0111746,Downers Grove Illinois,
51644,41.2306979,-73.064036,Milford Connecticut,
51583,44.6365107,-123.1059282,Albany Oregon,
603488,36.1699412,-115.1398296,Las Vegas Nevada,
152735,29.6910625,-95.2091006,Pasadena Texas,
171016,27.2730492,-80.3582261,Port St. Lucie Florida,
128429,41.9778795,-91.6656232,Cedar Rapids Iowa,
38661,29.2858129,-81.0558894,Ormond Beach Florida,
93494,42.2528772,-71.0022705,Quincy Massachusetts,
130288,25.9860762,-80.3035602,Miramar Florida,
674433,31.7775757,-106.4424559,El Paso Texas,
127679,39.0558235,-95.6890185,Topeka Kansas,
54561,34.0805651,-118.072846,Rosemead California,
37064,44.9901194,-123.0262077,Keizer Oregon,
51368,44.9211836,-93.4687489,Minnetonka Minnesota,
198100,41.0814447,-81.5190053,Akron Ohio,
80836,26.3017374,-98.1633432,Edinburg Texas,
171386,34.1063989,-117.5931084,Rancho Cucamonga California,
104054,32.8546197,-79.9748103,North Charleston South Carolina,
609893,38.2526647,-85.7584557,Louisville Kentucky,
52477,36.910231,-121.7568946,Watsonville California,
56792,26.2517482,-80.1789351,Coconut Creek Florida,
51763,27.4989278,-82.5748194,Bradenton Florida,
110972,33.1580933,-117.3505939,Carlsbad California,
46081,29.383845,-94.9027002,Texas City Texas,
91119,40.5865396,-122.3916754,Redding California,
74100,42.9133602,-85.7053085,Wyoming Michigan,
63710,41.452819,-82.1823746,Lorain Ohio,
37733,41.1616108,-112.0263313,Roy Utah,
172389,26.1224386,-80.1373174,Fort Lauderdale Florida,
72531,32.6130007,-83.624201,Warner Robins Georgia,
109703,27.9658533,-82.8001026,Clearwater Florida,
43328,25.5808323,-80.3468593,Cutler Bay Florida,
40059,34.79981,-87.677251,Florence Alabama,
61025,39.4667034,-87.4139092,Terre Haute Indiana,
70190,31.0982344,-97.342782,Temple Texas,
45712,39.7092262,-84.0632685,Beavercreek Ohio,
164676,43.5445959,-96.7311034,Sioux Falls South Dakota,
45775,39.2014404,-85.9213796,Columbus Indiana,
55456,26.2445263,-80.206436,Margate Florida,
41002,42.5250906,-71.759794,Leominster Massachusetts,
81971,41.7001009,-71.4161671,Warwick Rhode Island,
363630,35.3732921,-119.0187125,Bakersfield California,
417650,25.7616798,-80.1917902,Miami Florida,
74024,30.2265949,-93.2173758,Lake Charles Louisiana,
52413,46.2856907,-119.2844621,Richland Washington,
40361,35.7344538,-81.3444573,Hickory North Carolina,
64072,26.4614625,-80.0728201,Delray Beach Florida,
60202,26.6617635,-80.2683571,Wellington Florida,
39383,35.1359386,-114.5285981,Bullhead City Arizona,
68388,26.1003654,-80.3997748,Weston Florida,
82821,42.6064095,-83.1497751,Troy Michigan,
79446,40.9114882,-73.7823549,New Rochelle New York,
298118,37.9577016,-121.2907796,Stockton California,
58946,42.4894801,-83.1446485,Royal Oak Michigan,
44206,28.6122187,-80.8075537,Titusville Florida,
64652,33.5225261,-117.7075526,Laguna Niguel California,
91113,47.6732281,-117.2393748,Spokane Valley Washington,
112174,33.6411316,-117.9186689,Costa Mesa California,
183372,32.7459645,-96.9977846,Grand Prairie Texas,
96205,36.8354258,-76.2982742,Portsmouth Virginia,
44919,47.0342629,-122.8231915,Lacey Washington,
42214,35.732652,-78.8502856,Apex North Carolina,
82459,42.4999942,-96.4003069,Sioux City Iowa,
61588,33.0369867,-117.2919818,Encinitas California,
36956,40.114955,-111.654923,Spanish Fork Utah,
58879,33.9816812,-118.2250725,Huntington Park California,
62603,44.8546856,-93.470786,Eden Prairie Minnesota,
162592,33.5805955,-112.2373779,Peoria Arizona,
168228,33.4255104,-111.9400054,Tempe Arizona,
71525,39.7390721,-75.5397878,Wilmington Delaware,
60519,40.6677248,-111.9388258,Taylorsville Utah,
82578,42.324204,-83.400211,Westland Michigan,
143484,32.7667955,-96.5991593,Mesquite Texas,
51510,36.0956918,-79.4377991,Burlington North Carolina,
234566,32.912624,-96.6388833,Garland Texas,
107571,37.9357576,-122.3477486,Richmond California,
67034,46.8083268,-100.7837392,Bismarck North Dakota,
54080,39.1637984,-119.7674034,Carson City Nevada,
38863,35.7478769,-95.3696909,Muskogee Oklahoma,
197350,33.4734978,-82.0105148,Augusta-Richmond County Georgia,
204408,35.0526641,-78.8783585,Fayetteville North Carolina,
76185,31.5785074,-84.155741,Albany Georgia,
44412,40.4594021,-74.360846,Sayreville New Jersey,
44096,37.5296593,-122.0402399,Newark California,
56449,34.0286226,-117.8103367,Diamond Bar California,
55816,34.6059253,-86.9833417,Decatur Alabama,
173366,35.0456297,-85.3096801,Chattanooga Tennessee,
45929,38.2775702,-85.7371847,Jeffersonville Indiana,
41679,41.9950276,-88.1856301,Bartlett Illinois,
76635,34.0852868,-117.9608978,Baldwin Park California,
91026,25.790654,-80.1300455,Miami Beach Florida,
67685,35.6145169,-88.8139469,Jackson Tennessee,
54135,29.8849504,-93.939947,Port Arthur Texas,
46377,35.2827524,-120.6596156,San Luis Obispo California,
40714,32.5420821,-97.3208492,Burleson Texas,
77147,39.7674578,-94.846681,St. Joseph Missouri,
67815,33.8491816,-118.3884078,Redondo Beach California,
2195914,29.7604267,-95.3698028,Houston Texas,
106780,33.4936391,-117.1483648,Temecula California,
117025,42.2808256,-83.7430378,Ann Arbor Michigan,
117796,30.080174,-94.1265562,Beaumont Texas,
48554,42.7369792,-84.4838654,East Lansing Michigan,
56105,32.8383828,-116.9739167,Santee California,
63155,26.2128609,-80.2497707,Tamarac Florida,
53663,41.1543623,-95.9145568,Bellevue Nebraska,
162329,26.007765,-80.2962555,Pembroke Pines Florida,
75229,36.1867442,-94.1288141,Springdale Arkansas,
203007,34.1975048,-119.1770516,Oxnard California,
110720,31.8456816,-102.3676431,Odessa Texas,
47186,36.1156071,-97.0583681,Stillwater Oklahoma,
94089,42.0834335,-71.0183787,Brockton Massachusetts,
65028,40.6687141,-74.1143091,Bayonne New Jersey,
54980,33.8894598,-118.1597911,Paramount California,
43116,41.5067003,-90.5151342,Moline Illinois,
40921,32.3643098,-88.703656,Meridian Mississippi,
42774,35.1595182,-84.8766115,Cleveland Tennessee,
257342,40.7281575,-74.0776417,Jersey City New Jersey,
294873,44.9537029,-93.0899578,St. Paul Minnesota,
86290,28.9005446,-81.2636738,Deltona Florida,
43167,40.6576022,-73.5831835,Freeport New York,
71591,41.6611277,-91.5301683,Iowa City Iowa,
345012,33.8352932,-117.9145036,Anaheim California,
50201,44.7319094,-93.21772,Apple Valley Minnesota,
59351,47.4941836,-111.2833449,Great Falls Montana,
133579,40.6916132,-112.0010501,West Valley City Utah,
136699,37.0298687,-76.3452218,Hampton Virginia,
54898,30.6332618,-97.6779842,Georgetown Texas,
91648,40.2968979,-111.6946475,Orem Utah,
37101,34.1442616,-118.0019482,Monrovia California,
42907,32.9341893,-97.229298,Keller Texas,
66174,37.654656,-122.4077498,South San Francisco California,
73987,45.0105194,-93.4555093,Plymouth Minnesota,
100886,41.6763545,-86.2519898,South Bend Indiana,
87004,35.6528323,-97.4780954,Edmond Oklahoma,
207510,41.6005448,-93.6091064,Des Moines Iowa,
47547,26.339806,-81.7786972,Bonita Springs Florida,
45285,40.5246711,-111.8638226,Draper Utah,
86635,33.9791793,-118.032844,Whittier California,
95208,42.36837,-83.3527097,Livonia Michigan,
599164,43.0389025,-87.9064736,Milwaukee Wisconsin,
74860,47.3073228,-122.2284532,Auburn Washington,
41190,33.9204354,-80.3414693,Sumter South Carolina,
40664,42.5584283,-70.880049,Beverly Massachusetts,
97003,47.4828776,-122.2170661,Renton Washington,
106114,39.5807452,-104.8771726,Centennial Colorado,
214114,37.5407246,-77.4360481,Richmond Virginia,
55670,40.1053196,-85.6802541,Anderson Indiana,
40481,33.9294606,-116.977248,Beaumont California,
53752,30.4393696,-97.6200043,Pflugerville Texas,
52575,40.7439905,-74.0323626,Hoboken New Jersey,
308428,38.0405837,-84.5037164,Lexington-Fayette Kentucky,
106589,33.9022367,-118.081733,Norwalk California,
91923,32.6926512,-114.6276916,Yuma Arizona,
54291,34.1283442,-117.2086513,Highland California,
40379,41.9125286,-88.1347927,Carol Stream Illinois,
147806,41.525031,-88.0817251,Joliet Illinois,
69103,34.9248667,-81.0250784,Rock Hill South Carolina,
67911,38.5890723,-121.302728,Rancho Cordova California,
56620,42.3369816,-83.2732627,Dearborn Heights Michigan,
347884,21.3069444,-157.8583333,Honolulu Hawaii,
65098,28.8052674,-97.0035982,Victoria Texas,
43886,41.9445441,-71.2856082,Attleboro Massachusetts,
44575,33.0151201,-96.5388789,Wylie Texas,
126700,32.9756415,-96.8899636,Carrollton Texas,
41734,41.632223,-88.2120315,Plainfield Illinois,
52398,42.0629915,-88.1227199,Hoffman Estates Illinois,
48514,42.7262016,-71.1908924,Methuen Massachusetts,
59212,27.044224,-82.2359254,North Port Florida,
64072,39.0839973,-77.1527578,Rockville Maryland,
104709,34.1808392,-118.3089661,Burbank California,
138981,33.8703596,-117.9242966,Fullerton California,
66778,44.0247062,-88.5426136,Oshkosh Wisconsin,
39795,30.7235263,-95.5507771,Huntsville Texas,
81295,42.4989936,-83.3677168,Farmington Hills Michigan,
63771,33.9830688,-118.096735,Pico Rivera California,
49707,33.8583483,-118.0647871,Cerritos California,
40435,34.0200114,-117.9495083,La Puente California,
59778,39.0638705,-108.5506486,Grand Junction Colorado,
50725,36.3955891,-97.8783911,Enid Oklahoma,
998537,37.3382082,-121.8863286,San Jose California,
109821,30.5082551,-97.678896,Round Rock Texas,
65415,45.0724642,-93.4557877,Maple Grove Minnesota,
118197,35.2225668,-97.4394777,Norman Oklahoma,
64079,25.4687224,-80.4775569,Homestead Florida,
37587,29.5293998,-95.2010447,Friendswood Texas,
236716,33.6839473,-117.7946942,Irvine California,
54350,42.8713032,-112.4455344,Pocatello Idaho,
38606,37.6138253,-122.4869194,Pacifica California,
48725,43.7508284,-87.71453,Sheboygan Wisconsin,
66333,32.5159852,-93.7321228,Bossier City Louisiana,
61238,30.505198,-97.8202888,Cedar Park Texas,
99770,33.9304352,-84.3733147,Sandy Springs Georgia,
83424,40.1164204,-88.2433829,Champaign Illinois,
85390,40.8584328,-74.1637553,Clifton New Jersey,
58414,35.3395079,-97.4867028,Moore Oklahoma,
53294,39.0169509,-94.2816148,Blue Springs Missouri,
159523,34.6867846,-118.1541632,Lancaster California,
78709,30.6743643,-96.3699632,Bryan Texas,
38448,32.8234621,-97.1705678,Hurst Texas,
165831,26.5628537,-81.9495331,Cape Coral Florida,
60189,37.3229978,-122.0321823,Cupertino California,
44057,42.4500845,-73.2453824,Pittsfield Massachusetts,
51701,37.0057816,-121.5682751,Gilroy California,
110378,42.9956397,-71.4547891,Manchester New Hampshire,
448479,36.8529263,-75.977985,Virginia Beach Virginia,
47846,38.8402805,-97.6114237,Salina Kansas,
78804,42.3875968,-71.0994968,Somerville Massachusetts,
78409,27.9094665,-82.7873244,Largo Florida,
509924,36.7468422,-119.7725868,Fresno California,
37498,32.4709761,-85.0007653,Phenix City Alabama,
56758,41.8505874,-87.7936685,Berwyn Illinois,
50699,26.8233946,-80.1386547,Palm Beach Gardens Florida,
71172,41.878711,-71.3825558,Pawtucket Rhode Island,
40275,34.0961111,-118.1058333,San Gabriel California,
236441,36.0998596,-80.244216,Winston-Salem North Carolina,
62298,34.0753762,-84.2940899,Alpharetta Georgia,
82809,38.8106075,-90.6998477,O'Fallon Missouri,
80872,37.4852152,-122.2363548,Redwood City California,
72528,37.5933918,-122.0438298,Union City California,
38632,25.9812024,-80.148379,Hallandale Beach Florida,
40641,44.1635775,-93.9993996,Mankato Minnesota,
8405837,40.7127837,-74.0059413,New York New York,
126181,34.2694474,-118.781482,Simi Valley California,
107740,34.0686208,-117.9389526,West Covina California,
53063,39.3722121,-104.8560902,Castle Rock Colorado,
56481,30.8327022,-83.2784851,Valdosta Georgia,
792727,32.7554883,-97.3307658,Fort Worth Texas,
92599,33.8316745,-118.281693,Carson California,
120310,37.9715592,-87.5710898,Evansville Indiana,
102216,34.9530337,-120.4357191,Santa Maria California,
40021,36.0331164,-86.7827772,Brentwood Tennessee,
58642,32.7678287,-117.0230839,La Mesa California,
110945,39.8366528,-105.0372046,Westminster Colorado,
87893,40.3356483,-75.9268747,Reading Pennsylvania,
70365,37.4946568,-120.8465941,Turlock California,
96539,40.4233142,-104.7091322,Greeley Colorado,
100223,32.3512601,-95.3010624,Tyler Texas,
37711,28.5652787,-81.5861847,Winter Garden Florida,
129030,31.549333,-97.1466695,Waco Texas,
37165,38.0193657,-122.1341321,Martinez California,
128731,34.1705609,-118.8375937,Thousand Oaks California,
47842,34.1336186,-117.9075627,Azusa California,
147216,41.1865478,-73.1951767,Bridgeport Connecticut,
47411,44.9597376,-93.3702186,St. Louis Park Minnesota,
47749,38.6631083,-90.5770675,Chesterfield Missouri,
38696,26.6276276,-80.1353896,Greenacres Florida,
67599,46.2395793,-119.1005657,Pasco Washington,
147478,33.8358492,-118.3406288,Torrance California,
243344,43.0730517,-89.4012302,Madison Wisconsin,
63820,42.6827885,-89.0187222,Janesville Wisconsin,
88826,42.3636331,-87.8447938,Waukegan Illinois,
61488,36.9685219,-86.4808043,Bowling Green Kentucky,
379577,32.735687,-97.1080656,Arlington Texas,
101074,33.046233,-96.994174,Lewisville Texas,
45426,36.7280583,-108.2186856,Farmington New Mexico,
38194,37.9974219,-121.7124536,Oakley California,
66642,37.4418834,-122.1430195,Palo Alto California,
60177,44.0462362,-123.0220289,Springfield Oregon,
95078,41.6362152,-70.934205,New Bedford Massachusetts,
57530,47.6739881,-122.121512,Redmond Washington,
55000,37.931868,-121.6957863,Brentwood California,
66205,38.5449065,-121.7405167,Davis California,
49133,33.9172357,-118.0120086,La Mirada California,
43060,35.9828412,-86.5186045,Smyrna Tennessee,
45796,40.5186809,-78.3947359,Altoona Pennsylvania,
68001,31.2232313,-85.3904888,Dothan Alabama,
64544,40.767323,-74.2048677,East Orange New Jersey,
57282,41.5731442,-87.7932939,Tinley Park Illinois,
44820,30.3960318,-88.8853078,Biloxi Mississippi,
41752,40.1105875,-88.2072697,Urbana Illinois,
175140,33.7739053,-117.9414477,Garden Grove California,
71371,33.930293,-118.2114603,Lynwood California,
37499,39.8961821,-104.9811468,Northglenn Colorado,
72535,40.7989473,-81.378447,Canton Ohio,
50603,33.8651033,-84.3365917,Brookhaven Georgia,
229426,30.4582829,-91.1403196,Baton Rouge Louisiana,
60568,41.6717648,-72.9492703,Bristol Connecticut,
117240,39.0911161,-94.4155068,Independence Missouri,
113972,42.732535,-84.5555347,Lansing Michigan,
58590,41.6303103,-87.8539425,Orland Park Illinois,
61050,39.4863773,-75.0259637,Vineland New Jersey,
104779,44.519159,-88.019826,Green Bay Wisconsin,
75570,42.0450722,-87.6876969,Evanston Illinois,
39172,28.5691677,-81.5439619,Ocoee Florida,
3884307,34.0522342,-118.2436849,Los Angeles California,
92734,47.3223221,-122.3126222,Federal Way Washington,
110077,40.6096698,-111.9391031,West Jordan Utah,
52536,34.033625,-117.0430865,Yucaipa California,
305841,40.4406248,-79.9958864,Pittsburgh Pennsylvania,
113242,33.9401088,-118.1331593,Downey California,
84103,41.8455877,-87.7539448,Cicero Illinois,
95677,33.954737,-118.2120161,South Gate California,
36877,30.1588129,-85.6602058,Panama City Florida,
50789,37.0842271,-94.513281,Joplin Missouri,
90983,29.5074538,-95.0949303,League City Texas,
191180,40.7607793,-111.8910474,Salt Lake City Utah,
43074,27.4467056,-80.3256056,Fort Pierce Florida,
1513367,33.4483771,-112.0740373,Phoenix Arizona,
55298,44.5645659,-123.2620435,Corvallis Oregon,
46663,32.5884689,-96.9561152,Cedar Hill Texas,
55717,42.1487043,-72.6078672,Chicopee Massachusetts,
57468,29.1871986,-82.1400923,Ocala Florida,
94034,34.0232431,-84.3615555,Roswell Georgia,
37839,42.0111412,-87.8406192,Park Ridge Illinois,
42419,43.2081366,-71.5375718,Concord New Hampshire,
48338,47.0378741,-122.9006951,Olympia Washington,
197575,33.660297,-117.9992265,Huntington Beach California,
316381,27.8005828,-97.396381,Corpus Christi Texas,
62088,42.7762015,-71.0772796,Haverhill Massachusetts,
38510,41.9994722,-88.1450735,Hanover Park Illinois,
107289,42.3736158,-71.1097335,Cambridge Massachusetts,
234632,33.5386523,-112.1859866,Glendale Arizona,
38623,33.8025155,-117.9931165,Stanton California,
46074,33.0185039,-80.1756481,Summerville South Carolina,
102157,41.5236437,-90.5776367,Davenport Iowa,
89407,26.3683064,-80.1289321,Boca Raton Florida,
72939,41.6612104,-72.7795419,New Britain Connecticut,
47555,42.4972583,-82.9371409,Roseville Michigan,
45394,41.5200518,-81.556235,Cleveland Heights Ohio,
109397,45.5001357,-122.4302013,Gresham Oregon,
69813,26.1403635,-80.2133808,Lauderhill Florida,
54068,36.3047735,-86.6199957,Hendersonville Tennessee,
120245,37.3541079,-121.9552356,Santa Clara California,
172794,33.1958696,-117.3794834,Oceanside California,
79312,33.6469661,-117.689218,Lake Forest California,
57960,42.48059,-83.4754913,Novi Michigan,
52122,40.7878788,-74.0143064,West New York New Jersey,
42935,42.40843,-71.0536625,Everett Massachusetts,
41301,40.6220478,-74.2445902,Linden New Jersey,
87236,35.5950581,-82.5514869,Asheville North Carolina,
97877,33.8958492,-118.2200712,Compton California,
50175,33.5676842,-117.7256083,Aliso Viejo California,
83447,33.6971468,-117.185294,Menifee California,
71334,40.3977612,-105.0749801,Loveland Colorado,
38241,42.1211364,-88.2578582,Carpentersville Illinois,
177994,41.8239891,-71.4128343,Providence Rhode Island,
233394,25.8575963,-80.2781057,Hialeah Florida,
74513,37.7799273,-121.9780153,San Ramon California,
167500,34.0633443,-117.6508876,Ontario California,
84430,47.6814875,-122.2087353,Kirkland Washington,
76817,37.0965278,-113.5684164,St. George Utah,
39412,32.216316,-80.752608,Hilton Head Island South Carolina,
196021,34.1425078,-118.255075,Glendale California,
60456,41.5381535,-72.8070435,Meriden Connecticut,
59957,33.8883487,-118.3089624,Gardena California,
41301,42.1250929,-72.749538,Westfield Massachusetts,
110145,42.0354084,-88.2825668,Elgin Illinois,
274409,33.0198431,-96.6988856,Plano Texas,
89919,40.1672068,-105.1019275,Longmont Colorado,
40342,32.9545687,-97.0150078,Coppell Texas,
51143,41.4819932,-81.7981908,Lakewood Ohio,
71551,35.8422967,-90.704279,Jonesboro Arkansas,
100050,30.627977,-96.3344068,College Station Texas,
95884,42.3222599,-83.1763145,Dearborn Michigan,
61808,43.100903,-75.232664,Utica New York,
49761,32.5093109,-92.1193012,Monroe Louisiana,
622104,39.2903848,-76.6121893,Baltimore Maryland,
164122,37.2089572,-93.2922989,Springfield Missouri,
46094,34.2284312,-92.0031955,Pine Bluff Arkansas,
50588,40.6337136,-74.4073736,Plainfield New Jersey,
91589,42.466763,-70.9494938,Lynn Massachusetts,
65656,44.9238552,-92.9593797,Woodbury Minnesota,
127488,29.6516344,-82.3248262,Gainesville Florida,
49891,38.5804609,-121.530234,West Sacramento California,
50169,47.6162683,-122.0355736,Sammamish Washington,
37199,25.9564812,-80.1392121,Aventura Florida,
78960,36.0625795,-94.1574263,Fayetteville Arkansas,
58994,37.9735346,-122.5310874,San Rafael California,
63816,35.0886963,-92.4421011,Conway Arkansas,
203446,47.2528768,-122.4442906,Tacoma Washington,
47333,41.5623209,-72.6506488,Middletown Connecticut,
42284,44.4758825,-73.212072,Burlington Vermont,
45981,42.5629668,-114.4608711,Twin Falls Idaho,
39296,33.6356618,-96.6088805,Sherman Texas,
78014,37.4137536,-79.1422464,Lynchburg Virginia,
56759,39.0067768,-76.7791365,Bowie Maryland,
83684,41.394817,-73.4540111,Danbury Connecticut,
44349,38.0293059,-78.4766781,Charlottesville Virginia,
49631,25.72149,-80.2683838,Coral Gables Florida,
46402,47.6776832,-116.7804664,Coeur d'Alene Idaho,
115708,34.0686206,-118.0275667,El Monte California,
40388,42.2411344,-88.3161965,Crystal Lake Illinois,
43341,37.8215929,-121.9999606,Danville California,
72864,33.4353394,-112.3576567,Goodyear Arizona,
145948,40.9167654,-74.171811,Paterson New Jersey,
160614,44.9428975,-123.0350963,Salem Oregon,
65173,28.2919557,-81.407571,Kissimmee Florida,
50303,43.4194699,-83.9508068,Saginaw Michigan,
181860,25.9017472,-97.4974838,Brownsville Texas,
68609,33.0145673,-97.0969552,Flower Mound Texas,
50195,32.9342919,-97.0780654,Grapevine Texas,
49376,44.8896866,-93.3499489,Edina Minnesota,
688701,42.331427,-83.0457538,Detroit Michigan,
42635,39.3454673,-84.5603187,Fairfield Ohio,
60872,32.5631924,-97.1416768,Mansfield Texas,
210358,43.16103,-77.6109219,Rochester New York,
212113,33.5206608,-86.80249,Birmingham Alabama,
885400,30.267153,-97.7430608,Austin Texas,
90412,34.4208305,-119.6981901,Santa Barbara California,
37385,41.931696,-87.9889556,Addison Illinois,
91956,35.2327544,-106.6630437,Rio Rancho New Mexico,
54664,40.5142026,-88.9906312,Normal Illinois,
39650,41.6475306,-88.0895061,Romeoville Illinois,